Grapheme	mapping	frequency
အု	အု	21
ည့်	ည့်	20
တွ	တွ	20
စွ	စွ	20
စေ	စေ	20
ဖြူ	ဖြူ	20
ဆွဲ	ဆွဲ	20
ဏ်	ဏ်	20
ယေ	ယေ	20
ဒ်	ဒ်	18
လှ	လှ	18
ချု	ချု	18
ဘူ	ဘူ	18
ဒု	ဒု	18
ရွှေ	ရွှေ	18
ပွ	ပွ	17
ဖို	ဖို	17
ကြို	ကြို	17
ထု	ထု	17
အီ	အီ	17
ပိ	ပိ	17
ဟေ	ဟေ	17
ခို	ခို	16
ပွဲ	ပွဲ	16
သို	သို	16
ပြေ	ပြေ	16
ပီ	ပီ	16
ထီ	ထီ	16
ယူ	ယူ	16
ဖြ	ဖြ	16
နိ	နိ	16
ထိ	ထိ	15
နု	နု	15
သုံ	သုံ	15
ပဲ	ပဲ	15
ပြု	ပြု	15
ခု	ခု	15
မူ	မူ	15
ငံ	ငံ	15
နံ	နံ	15
ဖေ	ဖေ	15
စို	စို	14
ကိ	ကိ	14
ကျွ	ကျွ	14
ဆံ	ဆံ	14
ဌ	ဌ	14
ပျ	ပျ	14
ချို	ချို	14
လွှ	လွှ	14
ဂေ	ဂေ	14
ဇီ	ဇီ	14
ဘို	ဘို	14
နို့	နို့	13
တို့	တို့	13
မွေ	မွေ	13
ခဲ	ခဲ	13
ဗီ	ဗီ	13
ဖု	ဖု	13
ဂ္	ဂ္	12
ညှ	ညှ	12
ကြွ	ကြွ	12
ဒူ	ဒူ	12
ဂီ	ဂီ	12
ထွ	ထွ	12
ဘိ	ဘိ	12
ယု	ယု	12
ဉ္	ဉ္	12
ဩ	ဩ	12
မဲ	မဲ	12
ပ္	ပ္	11
ကီ	ကီ	11
ဆွ	ဆွ	11
ဆူ	ဆူ	11
ဂို	ဂို	11
လွ	လွ	11
ရူ	ရူ	11
ပြီ	ပြီ	11
နွ	နွ	11
ဓိ	ဓိ	11
ဒို	ဒို	11
ဿီ	ဿီ	11
ဍ	ဍ	10
ဗျ	ဗျ	10
ဇေ	ဇေ	10
စေ့	စေ့	10
ဖျ	ဖျ	10
စုံ	စုံ	10
ဘွဲ့	ဘွဲ့	10
ဝီ	ဝီ	10
မွ	မွ	9
ညီ	ညီ	9
လျှ	လျှ	9
ငှ	ငှ	9
လှေ	လှေ	9
မွှေ	မွှေ	9
မြို့	မြို့	9
ပို့	ပို့	9
ခွေ	ခွေ	9
ဂျီ	ဂျီ	9
ဒိ	ဒိ	9
ဖွဲ့	ဖွဲ့	9
ဖြေ	ဖြေ	9
ဟို	ဟို	9
ဏိ	ဏိ	9
ဧ	ဧ	9
ကျို	ကျို	8
သွေ	သွေ	8
ချိ	ချိ	8
ချီ	ချီ	8
ညေ	ညေ	8
နွေ	နွေ	8
ဟူ	ဟူ	8
ဟု	ဟု	8
ဇ္	ဇ္	8
ဆု	ဆု	7
ယို	ယို	7
ဖီ	ဖီ	7
ကံ	ကံ	7
ယ့်	ယ့်	7
ရှိ	ရှိ	7
လံ	လံ	7
ဖူ	ဖူ	7
ဇူ	ဇူ	7
ဖိ	ဖိ	7
ခုံ	ခုံ	7
ဆုံ	ဆုံ	7
ါ့	ါ့	7
မျှ	မျှ	7
ပျေ	ပျေ	7
ဒြ	ဒြ	7
ဝို	ဝို	7
နှု	နှု	7
ထူ	ထူ	7
မှူ	မှူ	7
ဟိ	ဟိ	7
ဋိ	ဋိ	7
ရှေ့	ရှေ့	7
ဟ်	ဟ်	6
ဏီ	ဏီ	6
ဂိ	ဂိ	6
ဂွ	ဂွ	6
ကွေ	ကွေ	6
ခွံ	ခွံ	6
ဘွ	ဘွ	6
ဂု	ဂု	6
ဂူ	ဂူ	6
ဃ	ဃ	6
ဘဲ	ဘဲ	6
ယွ	ယွ	6
ပံ	ပံ	6
ပျံ	ပျံ	6
နှေ	နှေ	6
ဖုံ	ဖုံ	6
မျေ	မျေ	6
မြီ	မြီ	5
ဂြို	ဂြို	5
ဟီ	ဟီ	5
ကျိ	ကျိ	5
ကျီ	ကျီ	5
အူ	အူ	5
ငွေ	ငွေ	5
ကြံ	ကြံ	5
ဋ္	ဋ္	5
လျှေ	လျှေ	5
ဂျေ	ဂျေ	5
ငွေ့	ငွေ့	5
ဠ	ဠ	5
မ့်	မ့်	5
ယျ	ယျ	5
ဉ	ဉ	5
ဋ	ဋ	5
ရှေ	ရှေ	5
ထွေ	ထွေ	5
ဓေ	ဓေ	5
ဇ်	ဇ်	5
လဲ	လဲ	5
ဗု	ဗု	5
ရ်	ရ်	5
သျှ	သျှ	5
ရှူ	ရှူ	5
မြှေ	မြှေ	5
ဝံ	ဝံ	5
လှု	လှု	5
အဲ	အဲ	5
ဂုံ	ဂုံ	4
ကျွဲ	ကျွဲ	4
ကြိ	ကြိ	4
ကြွေ	ကြွေ	4
ဒုံ	ဒုံ	4
ခြံ	ခြံ	4
ဗြိ	ဗြိ	4
ဂံ	ဂံ	4
ယံ	ယံ	4
ပျို	ပျို	4
စံ	စံ	4
ဈ	ဈ	4
ဈေ	ဈေ	4
ဏှ	ဏှ	4
တွဲ	တွဲ	4
မဲ့	မဲ့	4
ဗ္	ဗ္	4
လေ့	လေ့	4
နှိ	နှိ	4
လ္	လ္	4
သူ့	သူ့	4
ဗိ	ဗိ	4
သို့	သို့	4
ဣ	ဣ	4
နှီ	နှီ	3
မံ	မံ	3
ဘုံ	ဘုံ	3
ကျု	ကျု	3
၍	၍	3
ရွေ	ရွေ	3
ငြ	ငြ	3
မုံ	မုံ	3
ကြံ့	ကြံ့	3
ဝဲ	ဝဲ	3
အုံ	အုံ	3
ချွ	ချွ	3
သေ့	သေ့	3
ခွဲ	ခွဲ	3
ဂျုံ	ဂျုံ	3
ဂွေ	ဂွေ	3
ခူ	ခူ	3
ငု	ငု	3
ငြိ	ငြိ	3
စူ	စူ	3
ထုံ	ထုံ	3
ဆွေ	ဆွေ	3
ခ်	ခ်	3
ညို	ညို	3
တံ့	တံ့	3
စွဲ	စွဲ	3
ဖွ	ဖွ	3
တြိ	တြိ	3
နဲ	နဲ	3
ထဲ	ထဲ	3
ဒွ	ဒွ	3
ဍိ	ဍိ	3
နံ့	နံ့	3
ဂ်	ဂ်	3
ပြို	ပြို	3
ပြုံ	ပြုံ	3
ပြွ	ပြွ	3
ဗြ	ဗြ	3
ဟ္	ဟ္	3
မျှေ	မျှေ	3
မြွေ	မြွေ	3
ရှို	ရှို	3
သဲ	သဲ	3
ညွ	ညွ	2
ကဲ့	ကဲ့	2
ကံ့	ကံ့	2
တုံ	တုံ	2
ကျူ	ကျူ	2
မှီ	မှီ	2
မြိ	မြိ	2
၏	၏	2
လျေ	လျေ	2
ပျူ	ပျူ	2
ကွဲ	ကွဲ	2
နုံ	နုံ	2
ခဲ့	ခဲ့	2
ချဲ့	ချဲ့	2
ချွေ	ချွေ	2
ချွံ	ချွံ	2
ငူ	ငူ	2
စဲ	စဲ	2
ဝှ	ဝှ	2
ကဲ	ကဲ	2
တွေ	တွေ	2
မွဲ	မွဲ	2
ဉ့်	ဉ့်	2
စွေ့	စွေ့	2
ဇိ	ဇိ	2
ဇွ	ဇွ	2
ဌေ	ဌေ	2
ချို့	ချို့	2
လွဲ	လွဲ	2
ကေ့	ကေ့	2
တဲ့	တဲ့	2
တဲ	တဲ	2
ခိ	ခိ	2
ဇို	ဇို	2
ဘေ့	ဘေ့	2
ဒံ	ဒံ	2
ဒွိ	ဒွိ	2
ခြို	ခြို	2
ရဲ့	ရဲ့	2
လွေ	လွေ	2
သျှူ	သျှူ	2
ပွို	ပွို	2
ပွေ	ပွေ	2
ဖို့	ဖို့	2
ဖဲ	ဖဲ	2
ဖျေ	ဖျေ	2
ဗို့	ဗို့	2
ဗျူ	ဗျူ	2
နူ	နူ	2
မြူ	မြူ	2
မှို	မှို	2
ယီ	ယီ	2
ယုံ	ယုံ	2
က်ျ	က်ျ	2
ယဲ့	ယဲ့	2
ယှ	ယှ	2
ရွှံ့	ရွှံ့	2
ဘ်	ဘ်	2
လူ့	လူ့	2
လဲ့	လဲ့	2
ဠ်	ဠ်	2
ရံ	ရံ	2
သဲ့	သဲ့	2
သံ့	သံ့	2
မြဲ	မြဲ	2
ဒြေ	ဒြေ	2
၎	၎	2
ဗွ	ဗွ	1
ဋေ	ဋေ	1
ကုံ	ကုံ	1
ကျဲ	ကျဲ	1
ာ့်	ာ့်	1
ညို့	ညို့	1
ကြို့	ကြို့	1
ကွီ	ကွီ	1
ချူ	ချူ	1
ကွေ့	ကွေ့	1
ဠု	ဠု	1
ဂျူ	ဂျူ	1
ခ်ျ	ခ်ျ	1
ရံ့	ရံ့	1
ငို	ငို	1
မြုံ့	မြုံ့	1
စို့	စို့	1
ရှီ	ရှီ	1
ဖ်	ဖ်	1
ရှဲ	ရှဲ	1
ဆွီ	ဆွီ	1
ဘွေ	ဘွေ	1
ညွှ	ညွှ	1
ညံ	ညံ	1
ဎ	ဎ	1
တိံ	တိံ	1
တွေ့	တွေ့	1
ပံ့	ပံ့	1
ထံ	ထံ	1
ဒွေ	ဒွေ	1
နဲ့	နဲ့	1
နျူ	နျူ	1
နှံ	နှံ	1
တျ	တျ	1
ရွဲ	ရွဲ	1
အို့	အို့	1
ဝ်	ဝ်	1
ဠိ	ဠိ	1
ပဲ့	ပဲ့	1
ပြိ	ပြိ	1
ဖျံ	ဖျံ	1
ဖြီ	ဖြီ	1
ဇွဲ	ဇွဲ	1
ဗုံ	ဗုံ	1
ဗေ့	ဗေ့	1
ဗျို	ဗျို	1
ဗျု	ဗျု	1
ဗြဲ	ဗြဲ	1
ဗွေ	ဗွေ	1
ဒေ့	ဒေ့	1
ရှ်	ရှ်	1
ဋ်	ဋ်	1
ဍို	ဍို	1
ဿံ	ဿံ	1
မြို	မြို	1
မေ့	မေ့	1
မျှို့	မျှို့	1
မြုံ	မြုံ	1
မြံ	မြံ	1
မြွ	မြွ	1
မြှ	မြှ	1
မွှ	မွှ	1
မှဲ့	မှဲ့	1
တြ	တြ	1
ရှု	ရှု	1
ညှိ	ညှိ	1
ရွှေ့	ရွှေ့	1
ရွှဲ	ရွှဲ	1
ရှို့	ရှို့	1
ဝှေ့	ဝှေ့	1
လို့	လို့	1
ခြုံ	ခြုံ	1
လွို	လွို	1
လှို	လှို	1
လှုံ	လှုံ	1
လှဲ	လှဲ	1
လှံ	လှံ	1
ဝှေ	ဝှေ	1
ညှို	ညှို	1
ဓု	ဓု	1
ဏေ	ဏေ	1
ခီ	ခီ	1
လျှို	လျှို	1
သျှေ	သျှေ	1
နွို	နွို	1
ဟဲ	ဟဲ	1
ဟွ	ဟွ	1
ချွဲ	ချွဲ	1
ဏု	ဏု	1
​	​	1
ဖေ့	ဖေ့	1
မြွှ	မြွှ	1
မြှု	မြှု	1
ဓျ	ဓျ	1
လှူ	လှူ	1
ကို့	ကို့	1
ဏှိ	ဏှိ	1
သ်	သ်	1
ဥုံ	ဥုံ	1
တြီ	တြီ	1
တြေ	တြေ	1
၌	၌	1
