㒾	ʂ ʐ̩
㒿	l i
㓁	w ɑ ŋ
㓃	t u
㓄	ʈ ʂ ə n
㓅	tʰ i ŋ
㓈	p i ŋ
㓉	x w ɔ
㓊	t ʊ ŋ
㓋	k ʊ ŋ
㓌	ʈ ʂʰ ɤ ŋ
㓎	t ɕʰ i n
㓏	t ɕ j ʊ ŋ
㓐	l u
㓑	ɕ i ŋ
㓓	n ä n
㓖	p i
㓚	k ʊ ŋ
㓞	t ɕʰ j ä
㓟	pʰ i
㓠	t j ɛ n
㓡	f u
㓢	l w ɔ
㓣	t ɕʰ j ä
㓤	t ɕʰ j ä
㓦	p w ɔ
㓦劃	p w ɔ x w ä
㓧	k ä n
㓩	ɕ ɥ ɛ n
㓪	l ɑ ŋ
㓭	x ɤ
㓱	tʰ o ʊ̯
㓲	pʰ j ɛ n
㓳	t i
㓴	ʐ w ä n
㓵	ˀɤ
㓷	i
㓸	ʈ ʂ w ɔ
㓹	ʐ w e ɪ̯
㓺	t ɕ j ɛ n
㓼	ʈ ʂʰ ʐ̩
㓽	ʈ ʂʰ ʊ ŋ
㓾	ʈ ʂʰ ʐ̩
㔁	t ɤ ŋ
㔂	l i n
㔃	t ɕ ɥ ɛ
㔄	s u
㔅	ɕ j ɑ ʊ̯
㔆	t s ä n
㔊	ʈ ʂ ä n
㔋	t ɕ j ɛ n
㔌	t s o ʊ̯
㔍	ʈ ʂʰ w ä
㔎	ɕ j ɛ
㔏	l i
㔒	ɕ i
㔓	ɕ j ɛ n
㔕	t ɕ i
㔗	f e ɪ̯
㔘	ʈ ʂʰ u
㔙	p ɤ ŋ
㔚	t ɕ j ɛ
㔜	p ä
㔝	l j ɑ ŋ
㔞	w ɑ ŋ
㔠	ɕ j ä
㔡	p j ɛ
㔢	t ɕ ɥ ɛ
㔣	l e ɪ̯
㔤	ɕ i n
㔥	p a ɪ̯
㔦	j ɑ ŋ
㔧	l y
㔨	p e ɪ̯
㔩	ˀɤ
㔪	l u
㔭	ʈ ʂʰ ɤ
㔮	n w ɔ
㔯	ɕ ɥ ɛ n
㔰	x ɤ ŋ
㔱	y
㔲	k w e ɪ̯
㔳	k w e ɪ̯
㔴	i
㔵	ɕ ɥ ɛ n
㔶	k ʊ ŋ
㔷	l o ʊ̯
㔸	tʰ i
㔹	l ɤ
㔾	ɕ j ɛ n
㕂	i n
㕃	ɕ i
㕄	ʈ ʂ ʐ̩
㕅	t ɕ j ä
㕆	x u
㕇	l ä
㕈	i
㕉	kʰ ɤ
㕊	f u
㕋	t ɕʰ i n
㕌	ˀa ɪ̯
㕎	kʰ ɤ
㕏	ʈ ʂʰ u
㕐	ɕ j ɛ
㕒	w e ɪ̯
㕓	ʈ ʂʰ ä n
㕕	x w ä n
㕖	s u
㕗	j o ʊ̯
㕙	t ɕ y n
㕟	kʰ w e ɪ̯
㕢	x a ɪ̯
㕣	j ɛ n
㕤	t ɕʰ j o ʊ̯
㕦	x w ä
㕧	ɕ i
㕨	f ä n
㕩	pʰ ɑ ŋ
㕪	t ä n
㕫	f ɤ ŋ
㕬	s ʊ ŋ
㕮	f u
㕱	j o ʊ̯
㕲	x w ä
㕷	pʰ ä
㕹	f ä
㕻	pʰ o ʊ̯
㕽	s z̩
㖀	l ɤ
㖆	t ɕʰ y
㖕	ɕ i n
㖖	n j ɛ
㖗	i n
㖡	j ɛ
㖣	tʰ o ʊ̯
㖮	l w ə n
㗂	ʂ ɤ ŋ
㗅	x u
㗈	m ä n
㗊	t ɕ i
㗎	t ɕ j ä
㗏	w a ɪ̯
㗑	p a ɪ̯
㗘	p w ɔ
㗾	ɕ ɥ ɛ
㗿	ɕ j ä
㘂	t sʰ z̩
㘇	ʐ ʊ ŋ
㘉	ʈ ʂ ʐ̩
㘍	t ɕ i
㘓	l ä n
㘔	s a ɪ̯
㘕	x ä n
㘖	j ɛ n
㘗	t ɕʰ y
㘚	x ä n
㘛	kʰ ä n
㘜	ʈ ʂʰ ʐ̩
㘝	n j ɛ
㘞	x w ɔ
㘟	ʈ ʂʰ w ɑ ŋ
㘠	p i
㘡	ɕ j ä
㘢	w ə ŋ
㘣	ɕ ɥ ɛ n
㘤	w ä n
㘥	j o ʊ̯
㘥子	j o ʊ̯ d z̥ z̩
㘦	t ɕʰ i n
㘧	ɕ y
㘨	n j ɛ
㘬	ˀɑ ʊ̯
㘰	ʈ ʂ ə n
㘵	p u
㘶	t ɕ j ɛ
㘷	ˀa ɪ̯
㘸	t s ɑ ŋ
㘺	f ä
㘾	y
㙀	l j o ʊ̯
㙁	m e ɪ̯
㙂	t w e ɪ̯
㙃	p ɑ ŋ
㙄	p i
㙅	p ɑ ʊ̯
㙇	ʈ ʂʰ u
㙈	ɕ j ä
㙉	tʰ j ɛ n
㙊	ʈ ʂʰ ɑ ŋ
㙋	t ɕʰ i
㙍	t w ɔ
㙎	w e ɪ̯
㙏	f u
㙐	t w ɔ
㙑	y
㙓	kʰ w e ɪ̯
㙕	kʰ w a ɪ̯
㙗	w e ɪ̯
㙘	j ɑ ʊ̯
㙙	l ʊ ŋ
㙚	ɕ i ŋ
㙛	ʈ ʂ w ä n
㙝	ɕ j ɛ
㙞	n j ɛ
㙟	l ɑ ŋ
㙠	i
㙡	t s ʊ ŋ
㙢	m ä n
㙣	ʈ ʂ ɑ ŋ
㙥	k w ə n
㙦	ɕ j ɛ
㙨	t ɕ i
㙩	l j ɑ ʊ̯
㙪	i
㙫	t ɕ i
㙬	i n
㙮	t ä
㙯	i
㙰	ɕ j ɛ
㙱	x ɑ ʊ̯
㙲	j ʊ ŋ
㙳	x ä n
㙴	ʈ ʂʰ ä n
㙶	tʰ ɑ ŋ
㙷	ʈ ʂ ʐ̩
㙸	p ɑ ʊ̯
㙹	m ɤ ŋ
㙺	kʰ w e ɪ̯
㙻	ʈ ʂʰ ä n
㙼	l e ɪ̯
㙾	ɕ i
㚀	ɕ i
㚁	t ɕʰ j ɑ ʊ̯
㚂	n ɑ ŋ
㚃	y n
㚅	l ʊ ŋ
㚆	f u
㚇	t s ʊ ŋ
㚉	k u
㚊	kʰ a ɪ̯
㚋	t j ɑ ʊ̯
㚌	x w ä
㚍	kʰ w e ɪ̯
㚏	k ɑ ʊ̯
㚒	ʂ ä n
㚓	l a ɪ̯
㚔	n j ɛ
㚕	f u
㚖	k ɑ ʊ̯
㚗	t ɕʰ j ɛ
㚘	p ä n
㚙	t ɕ j ä
㚚	kʰ ʊ ŋ
㚛	ɕ i
㚜	y
㚝	ʈ ʂ w e ɪ̯
㚞	ʂ ə n
㚠	ɕ j ɑ ʊ̯
㚡	t ɕ i
㚤	i
㚥	y
㚦	i
㚧	j ɛ n
㚨	ʂ ə n
㚩	ʐ ä n
㚪	x ɑ ʊ̯
㚫	s ä
㚬	t ɕ y n
㚭	j o ʊ̯
㚱	t ɕʰ j o ʊ̯
㚲	ʈ ʂʰ ä n
㚴	p u
㚵	t ʊ ŋ
㚹	m ɑ ʊ̯
㚺	y n
㚻	t ɕ i
㚻子	t ɕ i t s z̩
㚼	x ɑ ʊ̯
㚽	t ɕʰ j ɑ ʊ̯
㚾	ɕ j ʊ ŋ
㚿	pʰ ɑ ʊ̯
㛁	pʰ ɤ ŋ
㛂	n w ɔ
㛃	t ɕ j ɛ
㛄	i
㛅	ˀɤ ɻ
㛈	kʰ ɑ ʊ̯
㛊	t w ɔ
㛍	t ɕʰ j ɛ
㛎	l y
㛏	t ɕʰ j o ʊ̯
㛑	t sʰ ä n
㛒	t o ʊ̯
㛓	ɕ i
㛕	i
㛖	s w ɔ
㛗	t ɕʰ j ɛ
㛘	pʰ w ɔ
㛙	ʂ ə n
㛚	tʰ ʊ ŋ
㛛	ɕ i n
㛜	j o ʊ̯
㛝	p e ɪ̯
㛞	l ʊ ŋ
㛢	ɕ j o ʊ̯
㛥	tʰ ä
㛦	l ä n
㛧	m ä n
㛨	t ɕʰ j ɑ ŋ
㛩	ʈ ʂ o ʊ̯
㛪	j ɛ n
㛫	ɕ i
㛬	l u
㛭	ɕ i
㛯	m j ɛ n
㛱	w e ɪ̯
㛲	f ä
㛳	i
㛵	ʈ ʂʰ ɤ ŋ
㛶	tʰ ä n
㛷	t ɕ i
㛸	ʂ u
㛹	pʰ j ɛ n
㛺	ˀä n
㛻	kʰ w ä
㛼	ʈ ʂʰ ä
㛾	ɕ j ɛ n
㜂	f ɤ ŋ
㜃	l j ɛ n
㜄	ɕ y n
㜅	ɕ y
㜆	m i
㜇	x w e ɪ̯
㜈	m u
㜉	j ʊ ŋ
㜊	ʈ ʂ ä n
㜊奵	ʈ ʂ ä n tʰ j ɛ n
㜋	i
㜌	n o ʊ̯
㜍	tʰ ɑ ŋ
㜎	ɕ i
㜏	y n
㜐	ʂ u
㜑	f u
㜒	i
㜓	t ä
㜕	l j ɛ n
㜖	t sʰ ɑ ʊ̯
㜗	t sʰ ä n
㜘	t ɕ y
㜙	l u
㜚	s u
㜛	n ə n
㜝	ˀä n
㜞	t ɕʰ j ɛ n
㜠	t sʰ w e ɪ̯
㜡	t sʰ ʊ ŋ
㜢	l y
㜣	ʐ ä n
㜤	n j ɛ n
㜥	m a ɪ̯
㜦	ɕ i n
㜧	ɥ ɛ
㜨	n a ɪ̯
㜩	ˀɑ ʊ̯
㜪	ʂ ə n
㜫	m ä
㜭	t ɑ ŋ
㜮	l ä n
㜯	ɕ i
㜰	ɥ ɛ
㜱	ʈ ʂ ʐ̩
㜲	w ə ŋ
㜳	x w a ɪ̯
㜴	m ɤ ŋ
㜵	n j ɑ ʊ̯
㜶	w ä n
㜷	ɕ j ɛ n
㜹	t ɕʰ y
㜺	t s ä n
㜿	ɕ y
㝁	ɕ ɥ ɛ n
㝂	ʈ ʂ ʐ̩
㝄	ʈ ʂʰ w ə n
㝅	k o ʊ̯
㝈	l w ä n
㝋	l j ɑ ʊ̯
㝌	t ɕ j o ʊ̯
㝏	t ɕ j ɛ
㝓	kʰ ɤ
㝔	j ɑ ʊ̯
㝖	i
㝗	l ɑ ŋ
㝘	j ʊ ŋ
㝙	i n
㝝	l i n
㝞	j ä
㝟	m ɑ ʊ̯
㝢	y
㝣	i
㝤	k o ʊ̯
㝥	m i
㝦	t ɕ y n
㝧	w ə n
㝨	x w ä n
㝩	t ɕ j ɛ
㝩㝗	kʰ ɑ ŋ l ɑ ŋ
㝪	t j ɛ n
㝫	l ʊ ŋ
㝬	f u
㝭	ɕ i ŋ
㝮	t sʰ w e ɪ̯
㝯	t ɕʰ j ɑ ʊ̯
㝰	m j ɛ n
㝶	ˀa ɪ̯
㝷	ɕ y n
㝸	p j ɛ n
㝹	n o ʊ̯
㝺	l j ɛ n
㝻	t ɕ i n
㝼	y
㝽	ʈ ʂʰ w e ɪ̯
㝾	t s w ɔ
㞀	x w e ɪ̯
㞁	j ɑ ʊ̯
㞂	tʰ w e ɪ̯
㞃	t ɕ i
㞄	ˀä n
㞅	l w ɔ
㞆	t ɕ i
㞇	w e ɪ̯
㞈	p w ɔ
㞉	t s ä
㞊	ɕ y
㞋	n j ɛ n
㞌	y n
㞍	t ɕʰ j ɑ ŋ
㞎	pʰ ä
㞎㞎	p ä b̥ ä
㞏	ʈ ʂ ʐ̩
㞒	ɕ j ɛ
㞗	t ɕʰ j o ʊ̯
㞚	ʈ ʂ ä
㞜	tʰ w e ɪ̯
㞞	s ʊ ŋ
㞦	t ɕ i
㞨	t s z̩
㞩	l ä n
㞪	n ɑ ʊ̯
㞬	t ɕʰ i n
㞰	ɕ y
㞱	t sʰ ʊ ŋ
㞲	j ʊ ŋ
㞳	t o ʊ̯
㞶	m i n
㞷	x w ɑ ŋ
㞸	s w e ɪ̯
㞹	kʰ ɤ
㞺	t s u
㞽	ɕ ɥ ɛ
㞿	ʈ ʂʰ ʐ̩
㟂	m u
㟃	s z̩
㟄	ɕ j ɑ ŋ
㟊	f u
㟌	m ɑ ŋ
㟐	m ɑ ŋ
㟫	t ɕʰ ɥ ɛ n
㟴	kʰ w a ɪ̯
㠇	t ɕ j o ʊ̯
㠏	x w ä
㠓	m ɤ ŋ
㠔	p a ɪ̯
㠟	l i
㠣	l i
㠨	y
㠭	ʈ ʂ ä n
㠮	pʰ ɤ ŋ
㠲	p i
㠸	kʰ u
㡀	p i
㡯	ʈ ʂ a ɪ̯
㡹	t ɕ y
㢞	i
㢟	ʈ ʂʰ ä n
㢤	t s a ɪ̯
㢩	t i
㢱	m e ɪ̯
㣇	t i
㣔	t i ŋ
㣛	tʰ ä
㣯	ɕ j ɛ
㤅	ɕ i
㤇	ˀɑ ʊ̯
㤉	j ä
㤏	tʰ ʊ ŋ
㤗	tʰ a ɪ̯
㤝	ʈ ʂʰ ʊ ŋ
㤿	j ɛ n
㥀	ʈ ʂ ʐ̩
㥄	l i ŋ
㥮	ʈ ʂ o ʊ̯
㥯	i n
㦝	m j ɑ ʊ̯
㦟	m a ɪ̯
㦠	t w e ɪ̯
㦤	i
㦦	ɕ i
㦬	l w ɔ
㦰	t ɕ j ɛ n
㦽	y
㧅	t ɑ ʊ̯
㧊	pʰ w ɔ
㧌	m ɑ ʊ̯
㧠	m i
㧡	x a ɪ̯
㧢	i n
㧣	ʈ ʂ u
㧥	ɕ j ɛ n
㧦	ɕ ɥ ɛ n
㧬	k ʊ ŋ
㧮	x u
㧯	n a u
㧯手	n a u s ə u
㧳	ʈ ʂ w ɔ
㧻	ʈ ʂ w ɔ
㨁	ʈ ʂ ʐ̩
㨂	t ʊ ŋ
㨃	t w e ɪ̯
㨄	ʈ ʂ ɑ ʊ̯
㨆	l i n
㨋	ʈ ʂʰ ɤ
㨖	ʈ ʂ ʐ̩
㨘	ʂ ɤ ŋ
㨰	k w ə n
㨳	t ɕ i
㨴	t ɕ j ɛ n
㩁	t ɕʰ ɥ ɛ
㩃	t ɕʰ j ɛ n
㩄	ʂ a ɪ̯
㩆	t ɕ j o ʊ̯
㩇	x w ɔ
㩉	ɕ j ɛ
㩓	x w e ɪ̯
㩘	n i
㩜	l ä n
㩧	p w ɔ
㩭	p w ɔ
㩳	s ʊ ŋ
㩻	t ɕʰ i
㩼	ʈ ʂ ʐ̩
㪊	t ɕʰ y n
㪏	p i
㪏㪒	p i n i
㪒	n i
㪣	ɕ j ɑ ʊ̯
㪷	t o ʊ̯
㪺	t ɕ y
㪻	t ɕ ɥ ɛ n
㫀	t i ŋ
㫃	j ɛ n
㫘	m i
㫰	l ɑ ŋ
㫱	n ä n
㬂	y
㬃	tʰ a ɪ̯
㬈	w ə n
㬊	x w ä n
㬎	ɕ j ɛ n
㬚	ʈ ʂʰ ɤ
㬟	f ə n
㬣	t w e ɪ̯
㬮	n ä n
㬱	tʰ i
㬲	tʰ j ɛ n
㬹	ʈ ʂ ɤ ŋ
㭁	ʐ ɤ ŋ
㭋	p ɑ ŋ
㭌	m o ʊ̯
㭏	w e ɪ̯
㭕	t ɕʰ y
㭘	ɕ j ä
㭠	ɕ j ɛ n
㭬	ʈ ʂ u
㮇	tʰ j ɛ n
㮔	ʈ ʂʰ ʊ ŋ
㮟	n j ɛ n
㮣	k a ɪ̯
㮵	ʈ ʂ ä n
㮶	ʂ w ɔ
㮾	l ɑ ŋ
㯱	pʰ ɑ ʊ̯
㯲	t ɕ i n
㯺	t ɕ j ɛ n
㰀	l i
㰁	l w ɔ
㰙	n w ɔ
㰠	x ɑ ŋ
㰡	ɕ j ɛ
㰢	kʰ ɤ ŋ
㱎	kʰ w ə n
㱶	pʰ ɤ ŋ
㱿	t ɕʰ ɥ ɛ
㲋	ʈ ʂʰ w ɔ
㲌	n ɤ ŋ
㲎	l o ʊ̯
㲚	ʂ ä
㲞	t s u
㲪	t ɤ ŋ
㲯	ʐ ä n
㲲	t j ɛ
㲴	ʈ ʂ ʊ ŋ
㲺	t ɕ i
㲼	ʈ ʂʰ ä
㳁	t s ɤ
㳇	f u
㳌	j ä
㳘	ʈ ʂʰ ʊ ŋ
㳚	ɕ y
㳦	ɕ j ɛ
㳬	ɕ ɥ ɛ n
㳾	t ɕʰ j ɑ ŋ
㴁	i
㴔	ɕ i
㴛	ʈ ʂ ʐ̩
㴵	m i
㵃	ʂ ɤ
㵐	t ɕ ɥ ɛ
㵓	ʂ ʐ̩
㵤	ʂ ä
㵶	t s w ɔ
㵾	t ɕʰ i ŋ
㶁	x w ɔ
㶒	ʂ ə n
㶟	l e ɪ̯
㶠	i
㶥	k ä n
㶭	j o ʊ̯
㶲	j ʊ ŋ
㶷	ɕ y
㷄	x w e ɪ̯
㷉	w e ɪ̯
㷍	l w ə n
㷟	tʰ w e ɪ̯
㷠	l i n
㷣	ɕ i ŋ
㷫	t ɕʰ i ŋ
㷳	j ɛ n
㷻	u
㸅	t ɕ j ɛ
㸆	kʰ ɑ ʊ̯
㸌	x w ɔ
㸖	t ɕʰ y
㸗	tʰ ʊ ŋ
㸚	l i
㸨	t ɕ j o ʊ̯
㸩	ˀä n
㸪	ʈ ʂʰ w ə n
㸬	p e ɪ̯
㸭	p ä
㸮	f ə n
㸯	kʰ ɤ
㸰	tʰ w ɔ
㸱	tʰ w ɔ
㸳	l i ŋ
㸵	k w e ɪ̯
㸶	j ɛ n
㸷	ʂ ʐ̩
㸸	ˀo ʊ̯
㸹	l w ɔ
㸺	ʂ ä
㸻	s z̩
㸽	p e ɪ̯
㸾	ʐ ə n
㹀	p w ɔ
㹁	l j ɑ ŋ
㹂	t ɕʰ j ɛ n
㹃	f e ɪ̯
㹄	t ɕ i
㹆	x w e ɪ̯
㹇	x ɤ
㹈	l i
㹉	ɥ ɛ n
㹋	ɕ j o ʊ̯
㹌	ʈ ʂʰ ä n
㹍	t i
㹎	l e ɪ̯
㹏	t ɕ i n
㹐	ʈ ʂʰ ʊ ŋ
㹑	s z̩
㹒	pʰ u
㹓	j ɑ ʊ̯
㹔	t ɕ j ɑ ŋ
㹕	x w ä n
㹖	x w ä n
㹗	tʰ ɑ ʊ̯
㹙	w ə ŋ
㹜	i n
㹢	t ɕ j ä
㹱	t ɕʰ ɥ ɛ
㹲	ɕ j ɑ ʊ̯
㹴	k ɤ ŋ
㹴犬	k ɤ ŋ t ɕʰ ɥ ɛ n
㺀	x u
㺄	y
㺑	ʂ ä n
㺔	x w e ɪ̯
㺢	x w ɔ
㺢㹢狓	x w ɔ t ɕ j ä pʰ i
㺦	l j ɛ n
㺧	ɕ j ɑ ʊ̯
㺩	t ɕ j o ʊ̯
㺱	ʐ ɤ ŋ
㺸	pʰ i ŋ
㻬	tʰ u
㻶	p i
㼆	i ŋ
㼉	ʈ ʂ ə n
㼊	tʰ w ə n
㼋	k u
㼌	y
㼍	l e ɪ̯
㼎	p ɑ ʊ̯
㼏	n e ɪ̯
㼐	pʰ j ɛ n
㼑	l j ɛ n
㼒	tʰ ɑ ŋ
㼓	l j ɛ n
㼔	w ə n
㼕	t ɑ ŋ
㼖	l i
㼗	tʰ i ŋ
㼘	w ä
㼙	ʈ ʂ o ʊ̯
㼚	k ɑ ŋ
㼜	ˀɑ ŋ
㼞	pʰ ɤ ŋ
㼟	p w ɔ
㼠	tʰ w ɔ
㼡	ʂ u
㼢	i
㼣	p w ɔ
㼤	t ɕʰ j ɛ
㼥	tʰ o ʊ̯
㼦	k ʊ ŋ
㼧	tʰ ʊ ŋ
㼨	x ä n
㼩	ʈ ʂʰ ɤ ŋ
㼪	t ɕ j ɛ
㼫	x w ä
㼬	ɕ i ŋ
㼭	t j ɛ n
㼮	ʈ ʂʰ a ɪ̯
㼯	t ʊ ŋ
㼵	t i
㽉	ɕ j ɛ n
㽏	k ä n
㽕	j o ʊ̯
㽘	k ɑ ŋ
㽚	ʈ ʂʰ ʐ̩
㽰	ʂ u
㽱	t ɕ j ɑ ʊ̯
㾀	t ɕʰ y
㾪	ʂ ɤ ŋ
㾮	x w ɑ ŋ
㾯	x w e ɪ̯
㾵	t ɕ i
㿃	ʈ ʂ ʐ̩
㿠	x w ɑ ŋ
㿽	ɕ i
㿿	j ä
䀀	f ä n
䀁	j o ʊ̯
䀂	ˀä n
䀃	tʰ w e ɪ̯
䀅	ʂ ɤ
䀇	k u
䀉	t ɕʰ j ɑ ʊ̯
䀊	t ɕ j ɑ ʊ̯
䀍	kʰ ä n
䀚	ˀɑ ŋ
䀟	f u
䀠	t ɕ y
䀦	k u
䀫	t ɕ j ä
䀴	kʰ ɤ ŋ
䀹	j ä
䁆	j ɛ
䁌	y
䁍	t ɕʰ j ä
䁎	ʈ ʂʰ ɤ ŋ
䁏	j ɑ ʊ̯
䁐	i ŋ
䁑	j ɑ ŋ
䁒	t ɕ i
䁪	ʈ ʂ ä n
䁽	l j ɛ
䁾	m j ɛ
䁿	m w ɔ
䂆	ɕ y
䂎	t sʰ w ä n
䂢	t ʊ ŋ
䂮	l ɥ ɛ
䃎	ʈ ʂ ä
䃘	kʰ ɤ ŋ
䃟	s ä n
䃭	k ä n
䃮	tʰ ä
䃮石	tʰ ä ʂ ʐ̩
䃰	t sʰ ä
䃶	x w a ɪ̯
䃼	ʈ ʂʰ u
䃾	p i
䄦	l j ɑ ʊ̯
䄧	ʐ ɤ ŋ
䄩	i
䄪	t j ɑ ʊ̯
䅈	ɥ ɛ n
䅎	j o ʊ̯
䅘	l a ɪ̯
䅣	x w ɑ ŋ
䆀	m e ɪ̯
䆳	t ɕʰ j ʊ ŋ
䆽	t ɕʰ y
䇂	t ɕʰ j ɛ n
䇓	ɕ y
䇘	x u
䇫	t ɕ i
䇭	l ɑ ʊ̯
䈰	ʂ ɑ ʊ̯
䉛	ˀɑ ʊ̯
䉲	m i
䉷	j ɛ n
䊆	t ɕ j o ʊ̯
䊵	t ɕʰ j o ʊ̯
䊷	t s z̩
䋖	y
䋙	ˀɤ ɻ
䋚	i
䋪	ˀɤ
䋻	n i n
䋿	w e ɪ̯
䌗	f u
䌵	ʈ ʂ u
䍃	j ɑ ʊ̯
䍇	tʰ ä
䍉	ʈ ʂ ɑ ɻ
䍜	ʈ ʂ ɑ ʊ̯
䍡	l u
䍤	t ɕ i
䍦	l i
䍺	x w ä n
䎃	ʐ ä n
䎖	t s ɤ ŋ
䎟	ˀɤ ɻ
䎠	ˀɤ ɻ
䎡	ʐ w ä n
䏊	l ʊ ŋ
䏋	s u
䏌	t ɕʰ i
䏎	x ä n
䏏	ɕ y
䏐	j ɑ ŋ
䏑	t i
䏒	pʰ j ɛ n
䏓	ʐ w ä n
䏔	n j o ʊ̯
䏖	ʈ ʂ ə n
䏗	k a ɪ̯
䏘	pʰ i
䏙	tʰ ä n
䏚	ʈ ʂʰ ɑ ʊ̯
䏛	ʈ ʂʰ w ə n
䏜	x ɤ
䏟	p j ɛ
䏡	ʂ ʐ̩
䏲	tʰ i
䐁	ʈ ʂ w ɔ
䐃	ʈ ʂ w ə n
䐔	p j ɛ n
䐬	t sʰ ɑ ʊ̯
䐯	l e ɪ̯
䑂	ˀa ɪ̯
䑃	m ɤ ŋ
䑔	f e ɪ̯
䑣	ʈ ʂʰ ə n
䑸	t s ʊ ŋ
䒉	u
䒌	m i ŋ
䒌靘	m i ŋ t ɕʰ i ŋ
䒔	p a ɪ̯
䒟	t ä n
䒤	ʐ̩
䒦	f ä n
䒩	x ɤ
䒵	x ɑ ʊ̯
䒾	i
䓆	ʈ ʂ ɤ
䓕	tʰ w ɔ
䓛	t ɕʰ y
䓝	m ɤ ŋ
䓡	ʈ ʂ ʐ̩
䓣	l j ɑ ŋ
䓤	x u
䓪	i
䓫	t ɕʰ i
䓬	ʈ ʂ w ɔ
䓮	m ɑ ʊ̯
䓴	ʐ w ä n
䔁	l i
䔆	l i
䔛	t ɕʰ i ŋ
䔺	w e ɪ̯
䕳	m i
䖃	ɥ ɛ
䖆	n j ɑ ŋ
䖊	i
䖐	i n
䖒	ɕ i
䖘	tʰ u
䖙	tʰ i
䖡	n y
䖡蚭	n y n i
䖦	ʈ ʂ w ɔ
䖦蟱	ʈ ʂ w ɔ m o ʊ̯
䖬	t ɕ j ä
䖭	t ɕ ɥ ɛ n
䖳	ʈ ʂ ä
䖵	kʰ w ə n
䖺	ʈ ʂ ɑ ʊ̯
䗅	ʈ ʂʰ ɑ ŋ
䗆	k w ä n
䗘	k ɤ
䗛	ɕ j o ʊ̯
䗝	t sʰ ä n
䗴	tʰ i ŋ
䗻	t ɕ j ɛ
䘆	ɕ j ɛ n
䘔	kʰ ä
䘝	i
䘼	w ä n
䙆	kʰ w e ɪ̯
䙡	kʰ w ə ɻ
䙡兒	kʰ w ə ɻ
䙰	l i
䙳	ˀɤ
䙵	ɕ i
䚕	l i
䚩	t ɕʰ j ɑ ʊ̯
䚮	ʐ ɤ ŋ
䚳	ʈ ʂ ʐ̩
䚵	tʰ o ʊ̯
䚽	x ɑ ʊ̯
䛊	ʈ ʂ ʐ̩
䛍	f e ɪ̯
䛏	n i
䜀	n ɑ ʊ̯
䜋	x w e ɪ̯
䜌	l w ä n
䜗	ɕ i n
䜴	ʈ ʂʰ u
䝃	ʈ ʂ ɤ
䝕	ʈ ʂ ɤ
䝤	l ɑ ʊ̯
䝼	t ɕʰ i ŋ
䞓	ʈ ʂʰ ɤ ŋ
䞔	w e ɪ̯
䞯	f u
䞱	x u
䟃	t sʰ ä
䟃𧽼	t sʰ ä n tʰ ä n
䟑	ɥ ɛ
䟘	x ɑ ŋ
䟙	t ɕʰ j ɛ
䟛	p w ɔ
䟣	ʈ ʂʰ u
䟫	ʈ ʂʰ ɤ ŋ
䟴	ʈ ʂ ə n
䟹	l j ɛ
䟺	pʰ e ɪ̯
䟻	ʈ ʂ ä
䠀	ʈ ʂʰ ɑ ŋ
䠆	ʈ ʂʰ ɑ ŋ
䠊	f e ɪ̯
䠐	t ɕʰ y
䠯	ɥ ɛ
